wavelength_nm,diameter_mm,myopia_d,threshold_stroke_arcmin,threshold_log_mar,threshold_detected,threshold_status,optical_d50_arcmin,optical_mar_arcmin,optical_log_mar
550.0,1.4885842809008711,1.5,3.6754634881591435,0.5653121128508856,True,resolved,4.150899050589403,1.0377247626473507,0.01608218018472159
550.0,1.645324972836306,1.5,4.1902840406215205,0.622243462845424,True,resolved,4.907327912371392,1.226831978092848,0.08878508759758995
550.0,1.8185696980492723,1.5,4.716360165661717,0.6736069626628438,True,resolved,5.418399906901652,1.354599976725413,0.1318110638083428
550.0,2.0100562510528768,1.5,5.291407681250768,0.7235712234290097,True,resolved,6.2112252168211155,1.5528063042052789,0.19111728556681315
550.0,2.2217054076787313,1.5,5.917469201465394,0.772136006243125,True,resolved,7.084373419845846,1.7710933549614616,0.24824145361021588
550.0,2.455640192120709,1.5,6.5934340480950295,0.8191116664441047,True,resolved,8.01743853197854,2.004359632994635,0.3019756476404774
550.0,2.714207172704789,1.5,7.36480286855306,0.867161126705412,True,resolved,9.049369537942711,2.262342384485678,0.3545583319954472
550.0,3.0000000000000004,1.5,8.21036303862992,0.9143623607964053,True,resolved,10.248650506177805,2.5621626265444513,0.40860669198531124
550.0,0.3,2.0,4.9840936817656685,0.6975861967914658,True,resolved,5.61807802300086,1.404519505750215,0.14752777499424324
550.0,0.3315885423378064,2.0,4.521548879875399,0.6552872301115091,True,resolved,5.096480282656294,1.2741200706640734,0.10521035701793202
550.0,0.3665032046990376,2.0,4.113595284809691,0.6142215614909513,True,resolved,4.629406886579257,1.1573517216448141,0.06346536202566103
550.0,0.4050942113609619,2.0,3.729324378891074,0.5716301602010829,True,resolved,4.213428349658914,1.0533570874147284,0.022575621712176343
550.0,0.4477486635155488,2.0,3.3767159831863838,0.5284945335041845,True,resolved,3.846133108211387,0.9615332770528467,-0.017035680962327097
550.0,0.4492873987401234,2.0,3.366059853868501,0.5271218341513024,True,resolved,3.8343908802766604,0.9585977200691651,-0.018363608269912356
550.0,0.47293410393697205,2.0,3.2137547967379687,0.5070127378641496,True,resolved,3.6654591348263565,0.9163647837065891,-0.037931609285979044
550.0,0.4948944222294061,2.0,3.0882083241239386,0.48970658925625377,True,resolved,3.5263513111128857,0.8815878277782214,-0.05473441482310387
550.0,0.4965808091338207,2.0,3.079011554422027,0.48841131865711573,True,resolved,3.516319837550454,0.8790799593876135,-0.05597162055595708
