wavelength_nm,diameter_mm,myopia_d,stroke_arcmin,contrast_ratio,optical_d50_arcmin,optical_log_mar
550.0,0.9023647554129298,0.5,2.5,0.379682042850432,1.9100306293169296,-0.32101965966313034
550.0,0.9023647554129298,0.5,3.5,0.49929746842085426,1.9100306293169296,-0.32101965966313034
550.0,0.9023647554129298,0.5,5.0,0.6102026387955565,1.9100306293169296,-0.32101965966313034
550.0,0.9023647554129298,0.5,7.0,0.6944764175572584,1.9100306293169296,-0.32101965966313034
550.0,0.9023647554129298,0.5,10.0,0.7658406248802021,1.9100306293169296,-0.32101965966313034
550.0,0.9023647554129298,0.5,14.0,0.8190046436008849,1.9100306293169296,-0.32101965966313034
550.0,0.9023647554129298,0.5,20.0,0.8633791055046998,1.9100306293169296,-0.32101965966313034
550.0,0.9973793796812823,0.5,0.5,-0.058967707494758825,1.751950124959787,-0.35853825294513814
550.0,0.9973793796812823,0.5,0.8,-0.039909455182057546,1.751950124959787,-0.35853825294513814
550.0,0.9973793796812823,0.5,1.2,0.08123283159991473,1.751950124959787,-0.35853825294513814
550.0,0.9973793796812823,0.5,1.8,0.26995812963183896,1.751950124959787,-0.35853825294513814
550.0,0.9973793796812823,0.5,2.5,0.4104451085219973,1.751950124959787,-0.35853825294513814
550.0,0.9973793796812823,0.5,3.5,0.5267338062950633,1.751950124959787,-0.35853825294513814
550.0,0.9973793796812823,0.5,5.0,0.6319462660330254,1.751950124959787,-0.35853825294513814
550.0,0.9973793796812823,0.5,7.0,0.7125023536928237,1.751950124959787,-0.35853825294513814
550.0,0.9973793796812823,0.5,10.0,0.7804029365984517,1.751950124959787,-0.35853825294513814
550.0,0.9973793796812823,0.5,14.0,0.8306684429105882,1.751950124959787,-0.35853825294513814
550.0,0.9973793796812823,0.5,20.0,0.8724786395069738,1.751950124959787,-0.35853825294513814
550.0,1.1005248747756682,0.5,0.5,-0.05582018230564605,1.6199927419875726,-0.3925469225395339
550.0,1.1005248747756682,0.5,0.8,-0.027815540349442166,1.6199927419875726,-0.3925469225395339
550.0,1.1005248747756682,0.5,1.2,0.12577607586358192,1.6199927419875726,-0.3925469225395339
550.0,1.1005248747756682,0.5,1.8,0.30269555579441054,1.6199927419875726,-0.3925469225395339
550.0,1.1005248747756682,0.5,2.5,0.43478667065971377,1.6199927419875726,-0.3925469225395339
550.0,1.1005248747756682,0.5,3.5,0.5496664223673176,1.6199927419875726,-0.3925469225395339
550.0,1.1005248747756682,0.5,5.0,0.6507316331732685,1.6199927419875726,-0.3925469225395339
550.0,1.1005248747756682,0.5,7.0,0.7279610767292293,1.6199927419875726,-0.3925469225395339
