comparison_group,pattern_kind,diameter_mm,pitch_mm,pitch_to_diameter_ratio,myopia_d,separation_to_width_ratio,max_ghost_peak_ratio,valley_visibility,ghost_count
diameter_pitch_grid,triangular_packing,0.8804198998205346,2.8100612231257442,3.191728428331242,1.0,0.43118193028871793,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,0.8804198998205346,2.8100612231257442,3.191728428331242,1.0,0.4311819302887177,0.0,nan,0
diameter_pitch_grid,square_packing,0.9904723872981014,1.5,1.5144288919470368,1.0,0.2306276085738079,0.0,nan,0
diameter_pitch_grid,square_packing,0.9904723872981014,1.8491242752806438,1.8669114848570887,1.0,0.2843060730425003,0.0,nan,0
diameter_pitch_grid,square_packing,0.9904723872981014,2.2795070569547775,2.3014342309663163,1.0,0.3504781741817328,0.0,nan,0
diameter_pitch_grid,square_packing,0.9904723872981014,2.8100612231257442,2.837091936294437,1.0,0.43205179989032005,0.0,nan,0
diameter_pitch_grid,triangular_packing,0.9904723872981014,2.8100612231257442,2.837091936294437,1.0,0.43205179989031994,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,0.9904723872981014,2.8100612231257442,2.837091936294437,1.0,0.4320517998903197,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,0.9904723872981014,4.270369592393405,4.311447393341776,1.0,0.6565767512133316,0.874987779775128,0.25644670741876224,18
diameter_pitch_grid,square_packing,1.1005248747756682,1.5,1.3629860027523333,1.0,0.23097599917723927,0.0,nan,0
diameter_pitch_grid,square_packing,1.1005248747756682,1.8491242752806438,1.68022033637138,1.0,0.2847355513905567,0.0,nan,0
diameter_pitch_grid,square_packing,1.1005248747756682,2.2795070569547775,2.071290807869685,1.0,0.3510076134077985,0.0,nan,0
diameter_pitch_grid,square_packing,1.1005248747756682,2.8100612231257442,2.5533827426649935,1.0,0.43270446584045597,0.0,nan,0
diameter_pitch_grid,triangular_packing,1.1005248747756682,2.8100612231257442,2.5533827426649935,1.0,0.43270446584045585,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,1.1005248747756682,2.8100612231257442,2.5533827426649935,1.0,0.43270446584045563,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,1.1005248747756682,4.270369592393405,3.880302654007598,1.0,0.6575685889727775,0.8763899340282215,0.25671161690861183,18
diameter_pitch_grid,square_packing,1.2105773622532352,1.5,1.2390781843203027,1.0,0.2312672419891573,0.0,nan,0
diameter_pitch_grid,square_packing,1.2105773622532352,1.8491242752806438,1.5274730330648905,1.0,0.28509458082623573,0.0,nan,0
diameter_pitch_grid,square_packing,1.2105773622532352,2.2795070569547775,1.882991643517895,1.0,0.35145020677116817,0.0,nan,0
diameter_pitch_grid,square_packing,1.2105773622532352,2.8100612231257442,2.3212570387863574,1.0,0.43325007259531256,0.0,nan,0
diameter_pitch_grid,triangular_packing,1.2105773622532352,2.8100612231257442,2.3212570387863574,1.0,0.4332500725953125,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,1.2105773622532352,2.8100612231257442,2.3212570387863574,1.0,0.4332500725953123,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,1.2105773622532352,4.270369592393405,3.527547867279634,1.0,0.6583977319381228,0.8827683310147081,0.253705909634592,18
diameter_pitch_grid,square_packing,1.3206298497308018,1.5206298497308017,1.1514428891947037,1.0,0.23468706921128946,0.0,nan,0
diameter_pitch_grid,square_packing,1.3206298497308018,1.8713577530986345,1.4170191242308308,1.0,0.288816812716317,0.0,nan,0
diameter_pitch_grid,square_packing,1.3206298497308018,2.3029798084670827,1.7438495797566016,1.0,0.3554313903528843,0.0,nan,0
diameter_pitch_grid,square_packing,1.3206298497308018,2.8341539662446014,2.146062325353556,1.0,0.4374103850120049,0.0,nan,0
diameter_pitch_grid,triangular_packing,1.3206298497308018,2.8341539662446014,2.146062325353556,1.0,0.4374103850120048,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,1.3206298497308018,2.8341539662446014,2.146062325353556,1.0,0.4374103850120048,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,1.3206298497308018,4.292299904216463,3.2501914939234555,1.0,0.6624539725264446,0.8824372044965715,0.24588302749060575,18
