radial_ring_count,azimuth_sample_count,direction_sample_count,width_arcmin,peak,total_energy,width_error_vs_disk_percent,peak_error_vs_disk_percent,width_pass,peak_pass,notes
32,64,2048,22.455063642623173,7.92561550042592e-05,0.9999999999342783,0.003834863771334978,2.7629502236318646,True,False,reference is the area-weighted solar-disk convolution
96,192,18432,22.45499156826594,7.732762605883181e-05,0.999999999868713,0.0035138799507812824,0.26243371468517485,True,True,reference is the area-weighted solar-disk convolution
