comparison_group,pattern_kind,diameter_mm,pitch_mm,pupil_diameter_mm,myopia_d,wavelength_nm,ring_count,ghost_index,ghost_x_arcmin,ghost_y_arcmin,ghost_radius_arcmin,ghost_azimuth_deg,multiplicity,total_weight,measured_peak,peak_ratio,above_visibility_threshold
pupil_study_C,square_packing,0.7,2.0,2.0,3.0,550.0,0,3,275.0197416627952,0.0,275.0197416627952,0.0,1,0.0,0.0,0.0,False
pupil_study_C,square_packing,0.7,2.0,2.0,3.0,550.0,0,4,0.0,275.0197416627952,275.0197416627952,90.0,1,0.0,0.0,0.0,False
pupil_study_C,square_packing,0.7,2.0,2.0,3.0,550.0,0,5,-275.0197416627952,-275.0197416627952,388.9366485798699,225.0,1,0.0,0.0,0.0,False
pupil_study_C,square_packing,0.7,2.0,2.0,3.0,550.0,0,6,275.0197416627952,-275.0197416627952,388.9366485798699,315.0,1,0.0,0.0,0.0,False
pupil_study_C,square_packing,0.7,2.0,2.0,3.0,550.0,0,7,-275.0197416627952,275.0197416627952,388.9366485798699,135.0,1,0.0,0.0,0.0,False
pupil_study_C,square_packing,0.7,2.0,2.0,3.0,550.0,0,8,275.0197416627952,275.0197416627952,388.9366485798699,45.0,1,0.0,0.0,0.0,False
pupil_study_C,square_packing,0.7,2.0,2.0,3.0,550.0,0,9,0.0,-550.0394833255904,550.0394833255904,270.0,1,0.0,0.0,0.0,False
pupil_study_C,square_packing,0.7,2.0,2.0,3.0,550.0,0,10,-550.0394833255904,0.0,550.0394833255904,180.0,1,0.0,0.0,0.0,False
pupil_study_C,square_packing,0.7,2.0,2.0,3.0,550.0,0,11,550.0394833255904,0.0,550.0394833255904,0.0,1,0.0,0.0,0.0,False
pupil_study_C,square_packing,0.7,2.0,2.0,3.0,550.0,0,12,0.0,550.0394833255904,550.0394833255904,90.0,1,0.0,0.0,0.0,False
pupil_study_C,square_packing,0.7,2.0,2.0,3.0,550.0,0,13,-275.0197416627952,-550.0394833255904,614.9628375124411,243.43494882292202,1,0.0,0.0,0.0,False
pupil_study_C,square_packing,0.7,2.0,2.0,3.0,550.0,0,14,275.0197416627952,-550.0394833255904,614.9628375124411,296.565051177078,1,0.0,0.0,0.0,False
